chr	ENSG	symbol	gene_type	gene_length
chr1	ENSG00000223720.1	RP5-1024N4.2	lincRNA	267
chr1	ENSG00000223728.3	RP11-314N2.2	processed_pseudogene	1397
chr1	ENSG00000223745.6	RP4-717I23.3	processed_transcript	763
chr1	ENSG00000223764.2	RP11-54O7.3	lincRNA	4151
chr1	ENSG00000223774.4	RP11-307B6.3	antisense	491
chr1	ENSG00000223776.5	LGALS8-AS1	antisense	1456
chr1	ENSG00000223779.5	RP11-403I13.4	unprocessed_pseudogene	713
chr1	ENSG00000223787.2	RP4-593M8.1	processed_pseudogene	345
chr1	ENSG00000223794.1	COX5BP8	processed_pseudogene	348
chr1	ENSG00000223804.4	CH17-472G23.2	transcribed_unprocessed_pseudogene	712
chr1	ENSG00000223810.2	KRT8P28	processed_pseudogene	1389
chr1	ENSG00000223814.1	RP11-543D5.2	lincRNA	405
chr1	ENSG00000223823.1	LINC01342	lincRNA	1617
chr1	ENSG00000223828.1	BANF1P4	processed_pseudogene	269
chr1	ENSG00000223842.1	RP11-135J2.3	lincRNA	1124
chr1	ENSG00000223847.1	RP5-925F19.1	processed_pseudogene	492
chr1	ENSG00000223861.1	RP11-74C1.2	processed_pseudogene	494
chr1	ENSG00000223869.1	RP11-323K10.1	processed_pseudogene	417
chr1	ENSG00000223881.1	RP11-553K8.2	lincRNA	361
chr1	ENSG00000223883.1	RP11-424D14.1	lincRNA	622
chr1	ENSG00000223896.2	CCNJP2	processed_pseudogene	1162
chr1	ENSG00000223905.1	RP11-335E14.1	processed_pseudogene	663
chr1	ENSG00000223906.1	RP5-837M10.2	lincRNA	465
chr1	ENSG00000223907.1	LINC01226	lincRNA	2738
chr1	ENSG00000223920.2	RP11-430G17.1	processed_pseudogene	714
chr1	ENSG00000223944.1	RP5-1180C18.1	lincRNA	592
chr1	ENSG00000223945.2	RP11-458I7.1	processed_pseudogene	868
chr1	ENSG00000223949.5	ROR1-AS1	antisense	1568
chr1	ENSG00000223956.1	RP4-710M16.2	lincRNA	541
chr1	ENSG00000223963.2	PRKRIRP8	processed_pseudogene	2114
chr1	ENSG00000223972.5	DDX11L1	transcribed_unprocessed_pseudogene	1654
chr1	ENSG00000223982.3	SNRPD2P2	processed_pseudogene	332
chr1	ENSG00000223989.1	RP11-84A14.5	antisense	421
chr1	ENSG00000224000.1	RP3-471M13.2	lincRNA	656
chr1	ENSG00000224014.1	RP11-488L18.6	processed_pseudogene	269
chr1	ENSG00000224040.1	HMGN1P4	processed_pseudogene	289
chr1	ENSG00000224051.5	CPTP	protein_coding	1099
chr1	ENSG00000224064.1	RP11-344H11.5	processed_pseudogene	396
chr1	ENSG00000224066.1	RP4-622L5.7	antisense	640
chr1	ENSG00000224081.6	LINC01057	lincRNA	743
chr1	ENSG00000224093.4	RP5-1033H22.2	antisense	720
chr1	ENSG00000224114.1	RP11-343H5.4	processed_pseudogene	432
chr1	ENSG00000224127.1	RP11-510C10.2	antisense	668
chr1	ENSG00000224129.1	DPPA2P2	processed_pseudogene	896
chr1	ENSG00000224149.1	RP11-510C10.3	antisense	2201
chr1	ENSG00000224167.1	RP3-522D1.1	lincRNA	584
chr1	ENSG00000224174.2	RP4-798A10.4	lincRNA	325
chr1	ENSG00000224183.1	SDHDP6	processed_pseudogene	479
chr1	ENSG00000224198.1	RP4-604K5.2	antisense	231
chr1	ENSG00000224203.2	RPS23P10	unprocessed_pseudogene	483
chr1	ENSG00000224209.5	LINC00466	lincRNA	1093
chr1	ENSG00000224227.2	OR2L1P	unprocessed_pseudogene	937
chr1	ENSG00000224228.2	RP1-15D23.2	lincRNA	803
chr1	ENSG00000224235.1	RP5-1027O11.1	lincRNA	784
chr1	ENSG00000224238.2	WARS2-IT1	antisense	2058
chr1	ENSG00000224255.2	PDCL3P6	processed_pseudogene	705
chr1	ENSG00000224259.4	LINC01133	lincRNA	801
chr1	ENSG00000224260.5	RP1-272L16.1	lincRNA	856
chr1	ENSG00000224261.2	RP11-179G5.1	processed_pseudogene	885
chr1	ENSG00000224276.1	RP11-336K24.5	antisense	399
chr1	ENSG00000224278.1	RP11-405P11.1	processed_pseudogene	539
chr1	ENSG00000224286.4	LINC01142	lincRNA	1454
chr1	ENSG00000224308.1	LINC01527	antisense	1995
chr1	ENSG00000224311.1	RP11-40H20.4	antisense	376
chr1	ENSG00000224315.2	RPL7P7	processed_pseudogene	702
chr1	ENSG00000224321.1	RP11-169K16.6	processed_pseudogene	489
chr1	ENSG00000224326.1	RP5-933B4.1	lincRNA	347
chr1	ENSG00000224333.1	GAPDHP20	processed_pseudogene	1006
chr1	ENSG00000224335.2	RP11-301M17.2	unprocessed_pseudogene	216
chr1	ENSG00000224338.2	RP11-149P14.1	processed_pseudogene	564
chr1	ENSG00000224340.1	RP11-496H15.2	processed_pseudogene	336
chr1	ENSG00000224348.2	RP11-306K13.1	processed_pseudogene	302
chr1	ENSG00000224358.1	RP11-466F5.8	antisense	2148
chr1	ENSG00000224359.2	RP11-467I20.2	antisense	355
chr1	ENSG00000224363.2	RP11-289H16.1	lincRNA	2498
chr1	ENSG00000224387.1	RP3-395M20.2	antisense	453
chr1	ENSG00000224407.1	RP5-956O18.3	antisense	1027
chr1	ENSG00000224409.1	RP11-114B7.6	antisense	393
chr1	ENSG00000224436.1	RP11-284L19.1	processed_pseudogene	236
chr1	ENSG00000224445.2	RP11-413P11.1	lincRNA	438
chr1	ENSG00000224459.1	RP11-169K16.4	antisense	637
chr1	ENSG00000224462.2	C4BPAP1	unprocessed_pseudogene	1882
chr1	ENSG00000224466.1	CDCA4P2	processed_pseudogene	717
chr1	ENSG00000224468.3	RP11-181K3.4	antisense	476
chr1	ENSG00000224481.1	RP11-495P10.3	lincRNA	1328
chr1	ENSG00000224493.1	RP11-87O11.1	processed_pseudogene	669
chr1	ENSG00000224494.1	HNRNPA3P14	processed_pseudogene	1149
chr1	ENSG00000224515.1	RP11-5K23.5	antisense	460
chr1	ENSG00000224520.2	KRT8P45	processed_pseudogene	1446
chr1	ENSG00000224521.1	RP11-438F14.3	antisense	953
chr1	ENSG00000224525.2	RP11-561I11.3	antisense	763
chr1	ENSG00000224535.1	RP11-61J19.2	lincRNA	357
chr1	ENSG00000224536.1	RP11-134G8.7	antisense	338
chr1	ENSG00000224540.1	RP11-385M4.3	processed_pseudogene	1223
chr1	ENSG00000224550.1	RP11-270C12.3	processed_pseudogene	245
chr1	ENSG00000224566.2	FAM96AP2	processed_pseudogene	476
chr1	ENSG00000224570.1	RP11-430H12.2	processed_pseudogene	1795
chr1	ENSG00000224584.2	RP11-365D23.2	processed_pseudogene	438
chr1	ENSG00000224592.4	RP5-884C9.2	lincRNA	589
chr1	ENSG00000224600.5	RP4-612B18.1	processed_pseudogene	349
chr1	ENSG00000224609.5	HSD52	processed_transcript	1108
chr1	ENSG00000224613.5	RP11-153F1.1	antisense	523
chr1	ENSG00000224616.1	RTCA-AS1	antisense	419
chr1	ENSG00000224620.2	MEF2AP1	processed_pseudogene	862
chr1	ENSG00000224621.1	RP11-276H7.3	antisense	542
chr1	ENSG00000224625.2	TUBB8P6	unprocessed_pseudogene	1284
chr1	ENSG00000224645.1	RP11-126K1.8	antisense	356
chr1	ENSG00000224668.1	IPO8P1	processed_pseudogene	3108
chr1	ENSG00000224671.2	RP11-335O13.8	antisense	349
chr1	ENSG00000224678.3	GAPDHP46	processed_pseudogene	993
chr1	ENSG00000224680.4	PLA2G12AP1	processed_pseudogene	567
chr1	ENSG00000224685.1	RP11-84O12.3	processed_pseudogene	320
chr1	ENSG00000224687.1	RASAL2-AS1	lincRNA	2327
chr1	ENSG00000224690.2	UBE2D3P3	processed_pseudogene	423
chr1	ENSG00000224691.1	GS1-174L6.4	antisense	351
chr1	ENSG00000224698.1	RP11-131J3.1	lincRNA	2479
chr1	ENSG00000224699.7	LAMTOR5-AS1	processed_transcript	1041
chr1	ENSG00000224702.1	RP11-38C18.2	antisense	689
chr1	ENSG00000224717.1	RP11-576D8.4	lincRNA	2882
chr1	ENSG00000224718.1	RP11-222A5.1	lincRNA	1806
chr1	ENSG00000224727.1	FCF1P7	processed_pseudogene	556
chr1	ENSG00000224751.2	SHMT1P1	processed_pseudogene	1311
chr1	ENSG00000224763.1	FDPSP8	processed_pseudogene	1088
chr1	ENSG00000224783.1	MIPEPP2	processed_pseudogene	1817
chr1	ENSG00000224784.2	AL591704.7	processed_pseudogene	180
chr1	ENSG00000224800.1	RP11-235D19.2	processed_pseudogene	447
chr1	ENSG00000224805.2	LINC00853	antisense	659
chr1	ENSG00000224810.1	RP11-538D16.2	lincRNA	2460
chr1	ENSG00000224813.2	RP4-669L17.4	transcribed_unprocessed_pseudogene	179
chr1	ENSG00000224818.1	RP11-134G8.10	3prime_overlapping_ncrna	596
chr1	ENSG00000224830.2	OR2X1P	unprocessed_pseudogene	686
chr1	ENSG00000224834.1	BTF3P9	processed_pseudogene	282
chr1	ENSG00000224837.1	GCSHP5	processed_pseudogene	521
chr1	ENSG00000224857.1	RP11-344P13.1	lincRNA	424
chr1	ENSG00000224863.1	LINC01398	lincRNA	1126
chr1	ENSG00000224870.5	RP4-758J18.2	processed_transcript	794
chr1	ENSG00000224896.2	SIGLEC30P	processed_pseudogene	940
chr1	ENSG00000224901.1	RP11-448G4.4	antisense	245
chr1	ENSG00000224904.1	RP5-934G17.6	processed_pseudogene	2636
chr1	ENSG00000224927.2	NDUFA5P10	processed_pseudogene	356
chr1	ENSG00000224939.1	LINC00184	lincRNA	2268
chr1	ENSG00000224943.1	RP11-180D21.3	lincRNA	850
chr1	ENSG00000224950.2	RP5-1086K13.1	lincRNA	2300
chr1	ENSG00000224956.5	RP11-206L10.1	unprocessed_pseudogene	1234
chr1	ENSG00000224965.1	KCNC4-AS1	antisense	746
chr1	ENSG00000224966.4	TBC1D3P6	unprocessed_pseudogene	954
chr1	ENSG00000224968.1	RP1-35C21.1	lincRNA	487
chr1	ENSG00000224969.1	RP11-54O7.11	antisense	469
chr1	ENSG00000224977.1	RP11-160H22.3	lincRNA	333
chr1	ENSG00000224980.1	RP11-377K22.3	processed_pseudogene	431
chr1	ENSG00000224985.1	RP11-297K8.2	antisense	377
chr1	ENSG00000224986.2	PPP1R8P1	processed_pseudogene	1043
chr1	ENSG00000225006.1	RP11-669M2.1	lincRNA	742
chr1	ENSG00000225011.4	RP11-810H18.1	unprocessed_pseudogene	347
chr1	ENSG00000225028.1	RP11-330M19.1	lincRNA	1805
chr1	ENSG00000225030.1	RP4-784A16.3	sense_intronic	235
chr1	ENSG00000225036.1	RP11-414B7.1	processed_pseudogene	827
chr1	ENSG00000225063.1	RP11-383G10.5	antisense	684
chr1	ENSG00000225075.1	RP11-426L16.3	antisense	446
chr1	ENSG00000225077.2	LINC00337	lincRNA	1133
chr1	ENSG00000225079.2	FTH1P22	processed_pseudogene	519
chr1	ENSG00000225080.1	PFN1P4	processed_pseudogene	401
chr1	ENSG00000225082.2	DAP3P1	unprocessed_pseudogene	275
chr1	ENSG00000225087.1	RP4-660H19.1	lincRNA	494
chr1	ENSG00000225099.1	ATP6V1E1P1	processed_pseudogene	680
chr1	ENSG00000225113.1	RP5-1160K1.3	sense_overlapping	594
chr1	ENSG00000225122.1	RP11-408E1.1	unprocessed_pseudogene	662
chr1	ENSG00000225126.1	RP4-549F15.1	antisense	359
chr1	ENSG00000225142.2	RP11-490K7.1	processed_pseudogene	435
chr1	ENSG00000225154.2	RP11-184J23.2	processed_pseudogene	1201
chr1	ENSG00000225158.2	HSPE1P24	processed_pseudogene	237
chr1	ENSG00000225159.1	NPM1P39	processed_pseudogene	866
chr1	ENSG00000225167.1	TXNP2	processed_pseudogene	294
chr1	ENSG00000225169.1	BRI3P1	processed_pseudogene	377
chr1	ENSG00000225171.2	DUTP6	processed_pseudogene	461
chr1	ENSG00000225172.4	RP11-16L9.2	lincRNA	832
chr1	ENSG00000225183.1	RP4-758J24.4	processed_pseudogene	237
chr1	ENSG00000225191.1	RP11-97C18.1	processed_pseudogene	1239
chr1	ENSG00000225196.2	RP5-1118D24.2	processed_pseudogene	315
chr1	ENSG00000225206.5	MIR137HG	lincRNA	2634
chr1	ENSG00000225217.1	HSPA7	unprocessed_pseudogene	1926
chr1	ENSG00000225222.2	CHCHD4P5	processed_pseudogene	426
chr1	ENSG00000225233.1	RP11-554K11.2	lincRNA	438
chr1	ENSG00000225242.2	COX6B1P7	processed_pseudogene	234
chr1	ENSG00000225243.4	RP1-127D3.4	antisense	655
chr1	ENSG00000225265.1	TAF1A-AS1	antisense	457
chr1	ENSG00000225272.2	RP11-466F5.4	processed_pseudogene	471
chr1	ENSG00000225279.1	RP11-536C5.2	antisense	640
chr1	ENSG00000225285.1	RP4-758J18.10	lincRNA	508
chr1	ENSG00000225294.1	OSTCP2	processed_pseudogene	443
chr1	ENSG00000225297.1	RP4-612C19.2	processed_pseudogene	184
chr1	ENSG00000225300.1	RP11-1086F11.1	sense_intronic	1958
chr1	ENSG00000225313.4	RP11-415J8.3	antisense	834
chr1	ENSG00000225315.2	RP11-293P20.2	antisense	450
chr1	ENSG00000225325.1	RP11-479J7.1	lincRNA	807
chr1	ENSG00000225333.6	RP1-144F13.4	processed_pseudogene	567
chr1	ENSG00000225334.1	RP11-449J1.1	antisense	421
chr1	ENSG00000225338.1	RP11-384C4.3	processed_pseudogene	467
chr1	ENSG00000225359.1	RP11-540K16.2	lincRNA	530
chr1	ENSG00000225387.1	RP11-422P22.1	lincRNA	489
chr1	ENSG00000225401.2	TGIF2P1	transcribed_processed_pseudogene	684
chr1	ENSG00000225446.1	RP4-665J23.2	lincRNA	578
chr1	ENSG00000225447.1	RPS15AP10	processed_pseudogene	381
chr1	ENSG00000225462.1	FDPSP1	processed_pseudogene	1070
chr1	ENSG00000225475.1	RP11-377K22.2	processed_pseudogene	140
chr1	ENSG00000225478.2	RP1-8B22.2	processed_pseudogene	222
chr1	ENSG00000225483.1	RP11-38J22.2	processed_pseudogene	389
chr1	ENSG00000225486.1	RP11-301G21.1	processed_pseudogene	352
chr1	ENSG00000225487.2	RP11-403P14.1	processed_pseudogene	311
chr1	ENSG00000225492.5	GBP1P1	transcribed_unprocessed_pseudogene	1229
chr1	ENSG00000225505.1	RP11-330C7.3	processed_pseudogene	795
chr1	ENSG00000225506.2	CYP4A22-AS1	lincRNA	917
chr1	ENSG00000225514.1	MTND1P34	transcribed_processed_pseudogene	669
chr1	ENSG00000225518.2	RP11-396C23.2	lincRNA	592
chr1	ENSG00000225522.2	RP11-203F10.1	processed_pseudogene	531
chr1	ENSG00000225545.1	RP11-545I10.2	lincRNA	128
chr1	ENSG00000225554.1	RP11-527D7.1	lincRNA	501
chr1	ENSG00000225556.1	C2CD4D	protein_coding	1755
chr1	ENSG00000225561.1	RP11-412H9.2	lincRNA	387
chr1	ENSG00000225568.1	RP11-384B12.3	processed_pseudogene	825
chr1	ENSG00000225591.2	RP11-360D2.2	processed_pseudogene	254
chr1	ENSG00000225598.1	RP11-339D23.1	lincRNA	578
chr1	ENSG00000225602.4	MTOR-AS1	antisense	701
chr1	ENSG00000225603.3	RP11-325P15.1	processed_pseudogene	1664
chr1	ENSG00000225605.1	RP11-550H2.1	lincRNA	366
chr1	ENSG00000225616.2	RP4-604A21.1	processed_pseudogene	330
chr1	ENSG00000225620.1	RP11-569A11.2	lincRNA	363
chr1	ENSG00000225623.1	AGBL4-IT1	sense_intronic	510
chr1	ENSG00000225630.1	MTND2P28	unprocessed_pseudogene	1043
chr1	ENSG00000225632.1	RP5-997D24.3	antisense	1109
chr1	ENSG00000225643.1	RP11-70P17.1	lincRNA	481
chr1	ENSG00000225650.2	EIF2S2P5	processed_pseudogene	967
chr1	ENSG00000225656.1	RP5-858B6.1	lincRNA	309
chr1	ENSG00000225667.1	LINC00505	lincRNA	352
chr1	ENSG00000225670.4	CADM3-AS1	antisense	5040
chr1	ENSG00000225671.2	FCF1P6	processed_pseudogene	594
chr1	ENSG00000225672.1	CCNT2P1	processed_pseudogene	1312
chr1	ENSG00000225675.2	RP4-784A16.5	lincRNA	564
chr1	ENSG00000225704.2	RP4-798A17.5	processed_pseudogene	231
chr1	ENSG00000225710.1	RP5-875O13.6	unprocessed_pseudogene	879
chr1	ENSG00000225711.1	RP11-345I18.4	processed_pseudogene	719
chr1	ENSG00000225712.1	ATP5G2P1	processed_pseudogene	425
chr1	ENSG00000225713.5	RPL30P1	processed_pseudogene	338
chr1	ENSG00000225719.2	NMNAT1P2	processed_pseudogene	859
chr1	ENSG00000225721.4	RP11-269F19.2	antisense	507
chr1	ENSG00000225723.1	MTND6P15	processed_pseudogene	520
chr1	ENSG00000225750.1	RP11-242O24.3	lincRNA	276
chr1	ENSG00000225755.2	RP11-267N12.2	processed_pseudogene	1129
chr1	ENSG00000225762.1	LINC01389	antisense	480
chr1	ENSG00000225767.1	RP5-850O15.3	antisense	498
chr1	ENSG00000225779.1	RP4-603I14.3	processed_pseudogene	369
chr1	ENSG00000225811.1	RP11-547I7.1	antisense	597
chr1	ENSG00000225826.1	LINC00626	lincRNA	952
chr1	ENSG00000225828.1	FAM229A	protein_coding	696
chr1	ENSG00000225854.2	RP11-569G9.7	processed_pseudogene	345
chr1	ENSG00000225855.5	RUSC1-AS1	antisense	1832
chr1	ENSG00000225857.4	RP11-46A10.2	lincRNA	539
chr1	ENSG00000225871.2	RP11-495P10.10	processed_pseudogene	1677
chr1	ENSG00000225880.5	LINC00115	lincRNA	1316
chr1	ENSG00000225886.2	RP11-288L9.4	antisense	487
chr1	ENSG00000225891.1	RP3-476K8.3	antisense	525
chr1	ENSG00000225903.1	RP1-144F13.3	antisense	302
chr1	ENSG00000225904.1	MORF4L1P7	processed_pseudogene	702
chr1	ENSG00000225905.1	RP4-758J18.7	antisense	541
chr1	ENSG00000225919.1	RP11-66A2.1	lincRNA	369
chr1	ENSG00000225920.2	RIMKLBP2	processed_pseudogene	653
chr1	ENSG00000225923.1	RP4-736I12.1	processed_pseudogene	741
chr1	ENSG00000225931.3	RP3-395M20.7	TEC	1294
chr1	ENSG00000225934.2	RP4-566D2.1	processed_pseudogene	670
chr1	ENSG00000225938.1	RP4-575N6.4	antisense	401
chr1	ENSG00000225952.1	RP11-69E9.1	antisense	478
chr1	ENSG00000225972.1	MTND1P23	unprocessed_pseudogene	371
chr1	ENSG00000225982.1	RP11-538D16.3	lincRNA	1142
chr1	ENSG00000225984.1	HMGB1P26	processed_pseudogene	627
chr1	ENSG00000225986.1	UBXN10-AS1	antisense	508
chr1	ENSG00000225990.2	SNRPEP7	processed_pseudogene	219
chr1	ENSG00000226003.2	RP11-312J18.3	processed_pseudogene	492
chr1	ENSG00000226013.1	MRPS18BP1	processed_pseudogene	191
chr1	ENSG00000226014.1	RP11-467I20.4	processed_pseudogene	202
chr1	ENSG00000226015.2	CCT8P1	processed_pseudogene	1656
chr1	ENSG00000226026.4	RP11-57H12.3	antisense	2443
chr1	ENSG00000226028.2	PFN1P12	processed_pseudogene	533
chr1	ENSG00000226029.1	RP4-798A10.2	lincRNA	3243
chr1	ENSG00000226036.1	RP11-338C15.2	processed_pseudogene	459
chr1	ENSG00000226053.1	RP5-1070A16.1	lincRNA	2226
chr1	ENSG00000226067.5	CH17-118O6.2	lincRNA	764
chr1	ENSG00000226084.5	RP4-706A16.3	processed_pseudogene	554
chr1	ENSG00000226088.1	RP11-180O5.2	antisense	573
chr1	ENSG00000226126.2	PSMC1P12	processed_pseudogene	1313
chr1	ENSG00000226128.1	RPL26P9	processed_pseudogene	432
chr1	ENSG00000226133.4	RP4-683M8.2	lincRNA	509
chr1	ENSG00000226147.1	TUBBP10	processed_pseudogene	1300
chr1	ENSG00000226148.1	SLC25A39P1	processed_pseudogene	1064
chr1	ENSG00000226164.2	FGFR3P6	processed_pseudogene	609
chr1	ENSG00000226166.2	RP11-474O21.2	processed_pseudogene	111
chr1	ENSG00000226167.1	AP4B1-AS1	antisense	1729
chr1	ENSG00000226172.2	RP4-712E4.1	lincRNA	651
chr1	ENSG00000226191.3	CLK3P2	processed_pseudogene	1452
chr1	ENSG00000226196.1	GAPDHP75	processed_pseudogene	942
chr1	ENSG00000226202.2	RP11-328D5.1	lincRNA	560
chr1	ENSG00000226208.1	RP11-99H8.1	lincRNA	430
chr1	ENSG00000226211.1	RP11-453O22.1	processed_pseudogene	356
chr1	ENSG00000226226.1	SLMO2P1	processed_pseudogene	538
chr1	ENSG00000226235.1	LEMD1-AS1	antisense	2777
chr1	ENSG00000226251.4	RP11-15I11.3	lincRNA	334
chr1	ENSG00000226252.1	RP1-18D14.7	antisense	4034
chr1	ENSG00000226286.1	RP1-163G9.2	antisense	467
chr1	ENSG00000226289.1	CDCA4P3	unprocessed_pseudogene	688
chr1	ENSG00000226292.1	RP11-7G12.1	processed_pseudogene	812
chr1	ENSG00000226324.1	RP11-115M14.1	processed_pseudogene	249
chr1	ENSG00000226330.1	RP11-739N20.2	antisense	483
chr1	ENSG00000226349.1	RP11-145A3.2	sense_intronic	531
chr1	ENSG00000226374.1	RP13-614K11.2	lincRNA	934
chr1	ENSG00000226375.1	RP3-395P12.2	lincRNA	688
chr1	ENSG00000226394.2	RP11-413E1.2	processed_pseudogene	141
chr1	ENSG00000226396.1	RP5-1056L3.3	processed_pseudogene	454
chr1	ENSG00000226415.1	TPI1P1	processed_pseudogene	749
chr1	ENSG00000226419.5	SLC16A1-AS1	antisense	739
chr1	ENSG00000226438.1	RP11-420K8.1	antisense	555
chr1	ENSG00000226443.3	GAPDHP32	processed_pseudogene	997
chr1	ENSG00000226446.1	NOTCH2P1	processed_pseudogene	623
chr1	ENSG00000226457.1	RP11-430L17.1	processed_pseudogene	380
chr1	ENSG00000226476.2	RP11-776H12.1	lincRNA	1790
chr1	ENSG00000226483.2	RP5-964H19.2	processed_pseudogene	669
chr1	ENSG00000226486.1	LINC01035	lincRNA	782
chr1	ENSG00000226487.1	RP4-749H3.2	lincRNA	373
chr1	ENSG00000226498.2	RP11-182B22.2	transcribed_processed_pseudogene	884
chr1	ENSG00000226499.1	RP5-882O7.1	processed_pseudogene	161
chr1	ENSG00000226500.2	RP11-196G18.1	processed_pseudogene	409
chr1	ENSG00000226520.1	KIRREL-IT1	sense_intronic	585
chr1	ENSG00000226526.1	RP1-37C10.3	antisense	634
chr1	ENSG00000226545.1	RP4-633I8.3	unprocessed_pseudogene	413
chr1	ENSG00000226552.2	RP5-1092L12.2	processed_pseudogene	1640
chr1	ENSG00000226565.1	RP11-164O23.5	processed_pseudogene	104
chr1	ENSG00000226570.2	RP11-505O17.1	processed_pseudogene	758
chr1	ENSG00000226601.1	RP11-239E10.3	lincRNA	484
chr1	ENSG00000226640.2	RP11-21J7.1	lincRNA	398
chr1	ENSG00000226643.2	RP11-358H9.1	lincRNA	315
chr1	ENSG00000226653.2	OR13Z1P	unitary_pseudogene	833
chr1	ENSG00000226662.2	CHMP1AP1	processed_pseudogene	661
chr1	ENSG00000226663.2	MTND4P10	processed_pseudogene	1362
chr1	ENSG00000226664.1	RP4-745E8.2	antisense	227
chr1	ENSG00000226693.1	NXNP1	processed_pseudogene	1050
chr1	ENSG00000226698.1	RP1-50O24.6	antisense	304
chr1	ENSG00000226715.1	RP11-411H5.1	lincRNA	476
chr1	ENSG00000226716.1	AL589986.2	antisense	787
chr1	ENSG00000226723.2	RP11-142L4.3	processed_pseudogene	779
chr1	ENSG00000226745.2	RP11-115D7.3	processed_pseudogene	684
chr1	ENSG00000226750.1	RP11-513D4.3	unprocessed_pseudogene	160
chr1	ENSG00000226754.1	RP5-1024G6.5	antisense	1178
chr1	ENSG00000226755.2	VPS25P1	processed_pseudogene	507
chr1	ENSG00000226758.1	DISC1-IT1	sense_intronic	758
chr1	ENSG00000226759.6	DAB1-AS1	antisense	741
chr1	ENSG00000226766.1	FABP7P1	processed_pseudogene	390
chr1	ENSG00000226773.1	RP4-775D17.1	processed_pseudogene	843
chr1	ENSG00000226780.1	RP11-38J22.3	antisense	627
chr1	ENSG00000226804.4	RP4-675G8.3	processed_pseudogene	1159
chr1	ENSG00000226814.2	RP3-419C19.2	processed_pseudogene	570
chr1	ENSG00000226822.1	RP11-356N1.2	lincRNA	429
chr1	ENSG00000226828.1	RP11-278H7.1	lincRNA	1787
chr1	ENSG00000226835.1	RP11-148B18.3	lincRNA	478
chr1	ENSG00000226843.1	RP11-2P2.1	processed_pseudogene	86
chr1	ENSG00000226849.1	RP4-635E18.7	antisense	2680
chr1	ENSG00000226855.1	RP11-350G8.3	processed_pseudogene	882
chr1	ENSG00000226862.1	RP11-569A11.1	antisense	312
chr1	ENSG00000226868.1	RP11-122M14.3	lincRNA	172
chr1	ENSG00000226876.2	RP11-36N20.1	antisense	577
chr1	ENSG00000226883.1	RP4-782L23.2	antisense	765
chr1	ENSG00000226889.3	RP11-474I16.8	antisense	573
chr1	ENSG00000226891.5	LINC01359	lincRNA	2800
chr1	ENSG00000226919.1	RP11-80B9.1	antisense	570
chr1	ENSG00000226920.1	RP5-1068B5.5	3prime_overlapping_ncrna	476
chr1	ENSG00000226927.1	RP11-302I18.3	lincRNA	243
chr1	ENSG00000226938.1	RP11-117D22.1	lincRNA	381
chr1	ENSG00000226944.1	RP1-120G22.11	antisense	375
chr1	ENSG00000226945.1	RP11-564A8.4	processed_pseudogene	610
chr1	ENSG00000226947.1	RP1-52J10.9	unprocessed_pseudogene	324
chr1	ENSG00000226949.1	OR6K5P	unprocessed_pseudogene	943
chr1	ENSG00000226952.1	RP4-714D9.4	processed_pseudogene	251
chr1	ENSG00000226957.1	RP4-533D7.4	antisense	647
chr1	ENSG00000226960.1	RP5-837O21.1	unprocessed_pseudogene	588
chr1	ENSG00000226967.1	HAUS4P1	processed_pseudogene	1144
chr1	ENSG00000226969.1	RP11-547D24.3	antisense	318
chr1	ENSG00000226970.2	RP11-82H13.2	processed_pseudogene	243
chr1	ENSG00000226973.1	RP4-663N10.2	unprocessed_pseudogene	789
chr1	ENSG00000226984.1	RP4-591B8.2	processed_pseudogene	426
chr1	ENSG00000226986.4	RP11-543B16.2	processed_pseudogene	658
chr1	ENSG00000227000.2	HSPD1P14	processed_pseudogene	1617
chr1	ENSG00000227001.3	NBPF2P	unprocessed_pseudogene	656
chr1	ENSG00000227002.2	SNRPEP10	processed_pseudogene	273
chr1	ENSG00000227006.1	RP5-956O18.2	antisense	858
chr1	ENSG00000227016.2	RP11-262K1.1	lincRNA	589
chr1	ENSG00000227034.1	RP11-234N17.1	processed_pseudogene	256
chr1	ENSG00000227043.1	RP11-286M16.1	lincRNA	383
chr1	ENSG00000227045.1	RP11-98D18.1	antisense	384
chr1	ENSG00000227048.2	RP11-134G8.2	processed_pseudogene	386
chr1	ENSG00000227050.1	RP11-460I13.2	antisense	486
chr1	ENSG00000227056.2	RPL6P2	processed_pseudogene	782
chr1	ENSG00000227062.2	RP11-115A15.4	processed_pseudogene	417
chr1	ENSG00000227066.1	RP3-340N1.2	lincRNA	1081
chr1	ENSG00000227070.1	RP11-191G24.1	antisense	253
chr1	ENSG00000227082.1	CH17-437K3.1	lincRNA	3660
chr1	ENSG00000227091.1	RP5-1028L10.1	antisense	480
chr1	ENSG00000227094.1	RP11-565P22.2	antisense	515
chr1	ENSG00000227102.2	OR2AS1P	unprocessed_pseudogene	318
chr1	ENSG00000227104.3	PIGQP1	transcribed_unprocessed_pseudogene	428
chr1	ENSG00000227109.1	CRIP1P3	processed_pseudogene	219
chr1	ENSG00000227135.1	GCSAML-AS1	antisense	1636
chr1	ENSG00000227139.1	RP11-533N14.3	lincRNA	444
chr1	ENSG00000227141.2	RP11-545A16.3	processed_pseudogene	2470
chr1	ENSG00000227152.5	OR2T7	protein_coding	926
chr1	ENSG00000227163.2	RP5-1198O20.5	processed_pseudogene	519
